name,price,currency,availability,url
"Reload Coffee & Almond Granola Bars, High Fiber & Protein, Gluten Free, 40g",180,PKR,InStock,https://www.naheed.pk/reload-coffee-almond-granola-bars-40g
"Dadi Jan Chicken B.B.Q Flavor Rice Papad, 200g",280,PKR,InStock,https://www.naheed.pk/dadi-jan-chicken-b-b-q-flavor-rice-papad-200g
"Al Ameera Halawa With Chocolate, 400g",1299,PKR,InStock,https://www.naheed.pk/al-ameera-halawa-with-chocolate-400g
"Nutri Lov Granola Bars, Lemon Cashew, 45g",199,PKR,InStock,https://www.naheed.pk/nutri-lov-granola-bars-lemon-cashew-45g
"Reload Cranberry & Almond Granola Bars, High Fiber & Protein, Gluten Free, 40g",180,PKR,InStock,https://www.naheed.pk/reload-granola-bar-cranberry-almond-40g
"Munch Oh Crunchy Nut's Jalapeno Peanuts, 150g",560,PKR,InStock,https://www.naheed.pk/munch-oh-crunchy-nut-s-jalapeno-peanuts-150g
"United King Namkino Salty Peanuts, 100g",230,PKR,InStock,https://www.naheed.pk/united-king-namkino-salty-peanuts-100g
"Munch Oh Crunchy Nut's Texas BBQ Peanuts, 150g",560,PKR,InStock,https://www.naheed.pk/munch-oh-crunchy-nut-s-texas-bbq-peanuts-150g
"Wah Daal Moth, 200g",250,PKR,InStock,https://www.naheed.pk/wah-daal-moth-200g
"Reload Granola Bar, Peanut Butter & Nuts, High Fiber & Protein, Gluten Free, 40g",180,PKR,InStock,https://www.naheed.pk/reload-granola-bar-peanut-butter-nuts-high-fiber-high-protein-38g
Balocco Sfogliatine Glazed Pastry 200gm,930,PKR,InStock,https://www.naheed.pk/balocco-sfogliatine-glazed-pastry-200gm
"United King Namkino Crunchy Nut Mix, 200g",380,PKR,InStock,https://www.naheed.pk/united-king-namkino-crunchy-nut-mix-200g
"Vital Savouries Dal Moth, 160g",240,PKR,InStock,https://www.naheed.pk/vital-savouries-dal-moth-160g
"Reload Granola Bar, Dark Chocolate & Nuts, High Fiber & Protein, Gluten Free 40g",180,PKR,InStock,https://www.naheed.pk/reload-granola-bar-dark-chocolate-nuts-high-fiber-high-protein-38g
"Dadi Jan Chili Ginger Rice Papad, 200g",280,PKR,InStock,https://www.naheed.pk/dadi-jan-chili-ginger-rice-papad-200g
"Namkish Salty Potato Sticks, 180g",240,PKR,InStock,https://www.naheed.pk/namkish-salty-potato-sticks-180g
"Nutri Lov Granola Bars, Peanut Butter & Raisin, Instant Protein, 45g",199,PKR,InStock,https://www.naheed.pk/nutri-lov-granola-bars-peanut-butter-raisin-instant-protein-45g
"United King Namkino Spicy Peanuts, 100g",230,PKR,InStock,https://www.naheed.pk/united-king-namkino-spicy-peanuts-100g
"Munch Oh Crunchy Nut's Cheddar Cheese Peanuts, 150g",560,PKR,InStock,https://www.naheed.pk/munch-oh-crunchy-nut-s-cheddar-cheese-peanuts-150g
"Valor Dark Chocolate 70%, Mint 100g",1025,PKR,InStock,https://www.naheed.pk/valor-dark-chocolate-70-mint-100g
"Ritter Sport White Whole Hazelnuts, With Crunchy Roasted Hazelnuts, 100g",1260,PKR,InStock,https://www.naheed.pk/ritter-sport-white-whole-hazelnuts-with-crunchy-roasted-hazelnuts-100g
Lindt Excellence Cocoa 70% 100g,1700,PKR,InStock,https://www.naheed.pk/lindt-excellence-cocoa-70-100g
"Emoji Surprise Egg, 1 Piece, 15g",220,PKR,InStock,https://www.naheed.pk/emoji-surprise-egg-1-piece-15g
"Mars Chocolate Bar, 51g",270,PKR,InStock,https://www.naheed.pk/mars-chocolate-bar-51g
"Ritter Sport Cashew Chocolate, With Roasted & Salted Pieces Of Cashew Nuts, 100g",1260,PKR,InStock,https://www.naheed.pk/ritter-sport-cashew-chocolate-with-roasted-salted-pieces-of-cashew-nuts-100g
"Cadbury Dairy Milk Bubbly Milk Chocolate, 87g, (Local)",450,PKR,InStock,https://www.naheed.pk/cadbury-dairy-milk-bubbly-milk-chocolate-87g-local
"Toblerone Milk Chocolate, 100g",850,PKR,InStock,https://www.naheed.pk/toblerone-milk-chocolate-100g
"Lindt Mini Pralines Chocolate, Gold, 155g",8350,PKR,InStock,https://www.naheed.pk/lindt-mini-pralines-chocolate-gold-155g
"Lindt Premium Milk, Raisin, & Hazelnut Chocolate 300g",5850,PKR,InStock,https://www.naheed.pk/lindt-premium-milk-raisin-hazelnut-chocolate-300g
"Toblerone Dark Chocolate, 100g",799,PKR,InStock,https://www.naheed.pk/toblerone-dark-chocolate-100g
"Elit Gourmet Collection Truffle Chocolates, 195g",2050,PKR,InStock,https://www.naheed.pk/elit-gourmet-collection-truffle-chocolates-195g
"Belco Black Diamond Chocolate, 20-Pack, 517g",3899,PKR,InStock,https://www.naheed.pk/belco-black-diamond-chocolate-20-pack-517g
"Ferrero Rocher Chocolate, T24, 300g",5499,PKR,InStock,https://www.naheed.pk/ferrero-rocher-chocolate-t24-300g
"Cadbury Dairy Milk Bubbly Milk Chocolate, 40g, (Local)",200,PKR,InStock,https://www.naheed.pk/cadbury-dairy-milk-bubbly-milk-chocolate-40g-local
"Ferrero Rocher Chocolate, T16, 200g",3200,PKR,InStock,https://www.naheed.pk/ferrero-rocher-chocolate-t16-200g
"Cadbury Dairy Milk Chocolate, Mini Bars, 160g, (Local)",720,PKR,InStock,https://www.naheed.pk/cadbury-dairy-milk-chocolate-mini-bars-160g-local
"Ritter Sport Butter Biscuit Chocolate, 100g",1260,PKR,InStock,https://www.naheed.pk/ritter-sport-butter-biscuit-chocolate-100g
"Lals Chocolate 36% Cocoa Smooth Milk Gluten Free, 85g",1300,PKR,InStock,https://www.naheed.pk/lals-chocolate-36-cocoa-smooth-milk-gluten-free-85g
"Ferrero Raffaello Almond Coconut Treats, 150g",2499,PKR,InStock,https://www.naheed.pk/ferrero-raffaello-almond-coconut-treats-150g
Ritter Sport Marzipan 100gm,1260,PKR,InStock,https://www.naheed.pk/ritter-sport-marzipan-100gm
"Valor Dark Chocolate 70%, Raspberry 100g",1025,PKR,InStock,https://www.naheed.pk/valor-dark-chocolate-70-raspberry-100g
"Hershey's Kisses, Cookies 'N' Crème, 100g",1225,PKR,InStock,https://www.naheed.pk/hershey-s-kisses-cookies-n-creme-100g
"Toblerone Fruit & Nut Frozen Chocolate, 100g",850,PKR,InStock,https://www.naheed.pk/toblerone-fruit-nut-frozen-chocolate-100g
Ritter Sport Nuss-Splitter 100gm,1260,PKR,InStock,https://www.naheed.pk/ritter-sport-nuss-splitter-100gm
"Lindt Excellence Rich Dark 85% Cocoa Chocolate, 35g",850,PKR,InStock,https://www.naheed.pk/lindt-excellence-rich-dark-85-cocoa-chocolate-35g
"Kinder Chocolate, 4 Bars, 50g",650,PKR,InStock,https://www.naheed.pk/kinder-chocolate-4-bars-50g
"Snickers Miniatures Chocolate Pouch, 220g ",2365,PKR,InStock,https://www.naheed.pk/snickers-miniatures-chocolate-pouch-220g
"Sweet Home Vigoz Chocolate With Hazelnut Box, 400g",830,PKR,InStock,https://www.naheed.pk/sweet-home-vigoz-chocolate-with-hazelnut-box-400g
"Choctella & Fun! Chocolate Spread & Breadsticks, 50g",310,PKR,InStock,https://www.naheed.pk/choctella-fun-chocolate-spread-breadsticks-50g
"Bounty Chocolate, 57g",250,PKR,InStock,https://www.naheed.pk/bounty-chocolate-57g
"Toblerone Milk Chocolate, 35g",330,PKR,InStock,https://www.naheed.pk/toblerone-milk-chocolate-35g
"Kurkure Chutney Chaska Chips, 40g",40,PKR,InStock,https://www.naheed.pk/kurkure-chutney-chaska-chips-40g
"Crispiko Banana Chips BBQ, 100g",370,PKR,InStock,https://www.naheed.pk/crispiko-banana-chips-bbq-100g
"Pringles Potato Crisps, Sour Cream & Onion Flavor, 165g",1040,PKR,InStock,https://www.naheed.pk/pringles-potato-crisps-sour-cream-onion-flavor-165g
"Crispiko Banana Chips Sea Salt, 100g",370,PKR,InStock,https://www.naheed.pk/crispiko-banana-chips-sea-salt-100g
"Kolson Slanty, Salted, 65g",50,PKR,InStock,https://www.naheed.pk/kolson-slanty-salted-65g
"EL Sabor Nacho Chips, Natural Flavor, 100g",850,PKR,InStock,https://www.naheed.pk/el-sabor-nacho-chips-natural-flavor-100g
Kolson Twich 19gm,20,PKR,InStock,https://www.naheed.pk/kolson-twich-19gm
"Kracks Paprika Flavor Potato Chips, 110g",540,PKR,InStock,https://www.naheed.pk/kracks-paprika-flavor-potato-chips-110g
"EL Sabor Nacho Chips, Texas BBQ, 100g",850,PKR,InStock,https://www.naheed.pk/el-sabor-nacho-chips-texas-bbq-100g
"Poppin Taxos Original Chips, 45g",350,PKR,InStock,https://www.naheed.pk/poppin-taxos-original-chips-45g
"Zee Stack-It BBQ Potato Chips, 62g",110,PKR,InStock,https://www.naheed.pk/zee-stack-it-bbq-potato-chips-62g
"Rehmat-e-Shereen Crunchees, Hot & Spicy Chips, 80g",140,PKR,InStock,https://www.naheed.pk/rehmat-e-shereen-crunchees-hot-spicy-chips-80g
"Lay's Yogurt & Herb Chips, 31g",50,PKR,InStock,https://www.naheed.pk/lay-s-yogurt-herb-chips-31g
"Zee Stack-It Flamin Hot Potato Chips, 62g",110,PKR,InStock,https://www.naheed.pk/zee-stack-it-flamin-hot-potato-chips-62g
"Cruncho Nacho Fajita Tortilla Chips, 45g",180,PKR,InStock,https://www.naheed.pk/cruncho-nacho-fajita-tortilla-chips-45g
"Pringles Potato Crisps, Hot & Spicy Flavor, 40g",440,PKR,InStock,https://www.naheed.pk/pringles-potato-crisps-hot-spicy-flavor-40g
"Cheetos Red Flaming Hot, 19g",30,PKR,InStock,https://www.naheed.pk/cheetos-red-flaming-hot-19g
"Zee Stack-It Original Potato Chips, 62g",110,PKR,InStock,https://www.naheed.pk/zee-stack-it-original-potato-chips-62g
"Cruncho Nacho Bar.B.Q Tortilla Chips, 45g",180,PKR,InStock,https://www.naheed.pk/cruncho-nacho-bar-b-q-tortilla-chips-45g
Lay's Wavy BBQ Potato Chips 23g,30,PKR,InStock,https://www.naheed.pk/lay-s-wavy-bbq-potato-chips-23g
"Pringles Potato Crisps, Salt & Vinegar Flavor, 165g",1049,PKR,InStock,https://www.naheed.pk/pringles-potato-crisps-salt-vinegar-flavor-165g
"Kurkure Red Chilli Jhatka, 78g",60,PKR,InStock,https://www.naheed.pk/kurkure-red-chilli-jhatka-78g
"Kurkure Chutney Chaska Chips, 90g",60,PKR,InStock,https://www.naheed.pk/kurkure-chutney-chaska-chips-90g
"Doritos Nacho Cheese Tortilla Chips (Imported), 92.1g/3.25oz",1485,PKR,InStock,https://www.naheed.pk/doritos-nacho-cheese-tortilla-chips-imported-92-1g-3-25oz
"Kracks Hot & Spicy Chips, 45g",340,PKR,InStock,https://www.naheed.pk/kracks-hot-spicy-chips-45g
"Kolson Potato Sticks, Pepper & Salt, 38g",20,PKR,InStock,https://www.naheed.pk/kolson-potato-sticks-pepper-salt-38g
"MD Zeekos Original Chips, 110g",490,PKR,InStock,https://www.naheed.pk/md-zeekos-original-chips-110g
"Kolson Slanty, Vegetable, 38g",30,PKR,InStock,https://www.naheed.pk/kolson-slanty-vegetable-38g
"Macho's Sweet Thai Chilichanga Tortilla Chips, 40g",80,PKR,InStock,https://www.naheed.pk/macho-s-sweet-thai-chilichanga-tortilla-chips-40g
"Lay's Classic Salted Chips, Potato Chips, 20g",30,PKR,InStock,https://www.naheed.pk/lay-s-classic-salted-chips-potato-chips-20g
"Kolson Snackers Pizza Flavor Chips, 58g",50,PKR,InStock,https://www.naheed.pk/kolson-snackers-pizza-flavor-chips-58g
"Rehmat-e-Shereen Crunchees, Classic Salted Chips, 80g",140,PKR,InStock,https://www.naheed.pk/rehmat-e-shereen-crunchees-classic-salted-chips-80g
"Go Royale Potato Sticks, Garlic Mayo, 110g",150,PKR,InStock,https://www.naheed.pk/go-royale-potato-sticks-garlic-mayo-110g
Laziza Rabri Falooda Drink & Dessert Mix 200g,210,PKR,InStock,https://www.naheed.pk/laziza-rabri-falooda-drink-dessert-mix-200g
"Laziza Firni Khas, Saffron, 150g",150,PKR,InStock,https://www.naheed.pk/laziza-firni-khas-saffron-150g
Laziza Kheer Mix Pistachio + Coconut 155g,150,PKR,InStock,https://www.naheed.pk/laziza-kheer-mix-pistachio-coconut-155g
"Laziza Firni Khas, Kewra, 150g",150,PKR,InStock,https://www.naheed.pk/laziza-firni-khas-kewra-150g
"National Vermicelli, 120g",99,PKR,InStock,https://www.naheed.pk/national-vermicelli-120g
Happy Home Doodh Dulari Dessert Mix 220g,200,PKR,InStock,https://www.naheed.pk/happy-home-doodh-dulari-dessert-mix-220g
"Laziza Rasmalai Dessert Mix, Pistachio, 75g",220,PKR,InStock,https://www.naheed.pk/laziza-rasmalai-dessert-mix-pistachio-75g
Laziza Kheer Mix Standard 155g,150,PKR,InStock,https://www.naheed.pk/laziza-kheer-mix-standard-155g
Laziza Jelly Falooda Drink & Dessert Mix 235g,220,PKR,InStock,https://www.naheed.pk/laziza-jelly-falooda-drink-dessert-mix-235g
Laziza Strawberry Falooda Drink & Dessert Mix 195g,210,PKR,InStock,https://www.naheed.pk/laziza-strawberry-falooda-drink-dessert-mix-195g
Happy Home Strawberry Labe Shreen Dessert Mix 150g,165,PKR,InStock,https://www.naheed.pk/happy-home-strawberry-labe-shreen-dessert-mix-150g
Laziza Kheer Mix Almond + Saffron 155g,150,PKR,InStock,https://www.naheed.pk/laziza-kheer-mix-almond-saffron-155g
"Malka Vermicelli, 130g",75,PKR,InStock,https://www.naheed.pk/malka-vermicelli-130g
"King Pehni Gift Box, 200g",320,PKR,InStock,https://www.naheed.pk/king-pheni-gift-box-200gm
"Al Ameera Halawa Plain, 400gm",1225,PKR,InStock,https://www.naheed.pk/al-ameera-halawa-plain-400gm
"Laziza Rasmalai Dessert Mix, Standard, 75g",220,PKR,InStock,https://www.naheed.pk/laziza-rasmalai-dessert-mix-standard-75g
"Happy Home China Grass Powder, Pistachio, 10g",52,PKR,InStock,https://www.naheed.pk/happy-home-china-grass-powder-pistachio-10g
"Happy Home China Grass Powder, Strawberry, 10g",52,PKR,InStock,https://www.naheed.pk/happy-home-china-grass-powder-strawberry-10g
Laziza Kulfa Khoya Frozen Dessert Mix 152g,220,PKR,InStock,https://www.naheed.pk/laziza-kulfa-khoya-frozen-dessert-mix-152g
Laziza Gulab Jamun Dessert Mix 85g,220,PKR,InStock,https://www.naheed.pk/laziza-gulab-jamun-dessert-mix-85g
Happy Home Pineapple Labe Shreen Dessert Mix 150g,150,PKR,InStock,https://www.naheed.pk/happy-home-pineapple-labe-shreen-dessert-mix-150g
Laziza Doodh Dullari Dessert Mix 225g,220,PKR,InStock,https://www.naheed.pk/laziza-doodh-dullari-dessert-mix-225g
Happy Home Special Falooda Drink & Dessert Mix 185g,165,PKR,InStock,https://www.naheed.pk/happy-home-special-falooda-drink-dessert-mix-185g
"Happy Home China Grass Dessert Mix, Green Rose, 80g",110,PKR,InStock,https://www.naheed.pk/happy-home-china-grass-dessert-mix-green-rose-80g
"Laziza Rasmalai Dessert Mix, Almond, 75g",220,PKR,InStock,https://www.naheed.pk/laziza-rasmalai-dessert-mix-almond-75g
Happy Home Chocolate Caramel 78g,110,PKR,InStock,https://www.naheed.pk/happy-home-chocolate-caramel-78g
Laziza Shahi Tukra Dessert Mix 180g,210,PKR,InStock,https://www.naheed.pk/laziza-shahi-tukra-dessert-mix-180g
National Kheer Mix 155gm,185,PKR,InStock,https://www.naheed.pk/national-kheer-mix-155gm
Mehran Pistachio Kheer Mix 155g,150,PKR,InStock,https://www.naheed.pk/mehran-pistachio-kheer-mix-155g
Happy Home Vanilla Labe Shreen Dessert Mix150g,165,PKR,InStock,https://www.naheed.pk/happy-home-vanilla-labe-shreen-dessert-mix150g
Mehran Kheer Mix 155g,140,PKR,InStock,https://www.naheed.pk/mehran-kheer-mix-155g
Happy Home China Grass Powder 10g,52,PKR,InStock,https://www.naheed.pk/happy-home-china-grass-powder-10g
National Jelly Crystal Banana 80gm,185,PKR,InStock,https://www.naheed.pk/national-jelly-crystal-banana-80gm
Rafhan Vanilla Custard 275g,190,PKR,InStock,https://www.naheed.pk/rafhan-vanilla-custard-275g
Happy Home Bounty Pudding Mix 78g,110,PKR,InStock,https://www.naheed.pk/happy-home-bounty-pudding-mix-78g
Rafhan Strawberry Custard 285g,190,PKR,InStock,https://www.naheed.pk/rafhan-strawberry-custard-285g
Rafhan Pudding Powder 78g,160,PKR,InStock,https://www.naheed.pk/rafhan-pudding-powder-78g
Rafhan Strawberry Jelly Powder 80g,160,PKR,InStock,https://www.naheed.pk/rafhan-strawberry-jelly-powder-80g
Rafhan Mango Jelly Powder 80g,160,PKR,InStock,https://www.naheed.pk/rafhan-mango-jelly-powder-80g
National Jelly Crystal Mixed Fruit 80gm,185,PKR,InStock,https://www.naheed.pk/national-jelly-crystal-mixed-fruit-80gm
Happy Home Orange Jelly 80g,110,PKR,InStock,https://www.naheed.pk/happy-home-orange-jelly-80g
Happy Home Mango Custard Powder 300g,150,PKR,InStock,https://www.naheed.pk/happy-home-mango-custard-powder-300g
"Rafhan Vanilla Ice Cream Powder, 4 Portions Pack, 1.1 KG",895,PKR,InStock,https://www.naheed.pk/rafhan-vanilla-ice-cream-powder-4-portions-pack-1-1-kg
Happy Home Egg Pudding Mix 60g,110,PKR,InStock,https://www.naheed.pk/happy-home-egg-pudding-mix-60g
Happy Home Raspberry Pudding Mix 60g,110,PKR,InStock,https://www.naheed.pk/happy-home-raspberry-pudding-mix-60g
Happy Home Banana Custard Powder 300g,150,PKR,InStock,https://www.naheed.pk/happy-home-banana-custard-powder-300g
Happy Home Blackcurrant Jelly 80g,110,PKR,InStock,https://www.naheed.pk/happy-home-blackcurrant-jelly-80g
"Pearce Duff Custard Powder, 350g",310,PKR,InStock,https://www.naheed.pk/pearce-duff-custard-powder-350g
Happy Home Strawberry Custard Powder 300g,150,PKR,InStock,https://www.naheed.pk/happy-home-strawberry-custard-powder-300g
National Jelly Crystal Strawberry 80gm,185,PKR,InStock,https://www.naheed.pk/national-jelly-crystal-strawberry-80gm
Happy Home Vanilla Custard Powder 300g,150,PKR,InStock,https://www.naheed.pk/happy-home-vanilla-custard-powder-300g
Happy Home Pista (Pistachio) Pudding Mix 60g,110,PKR,InStock,https://www.naheed.pk/happy-home-pista-pistachio-pudding-mix-60g
Happy Home Kajoo (Cashew) Pudding Mix 60g,110,PKR,InStock,https://www.naheed.pk/happy-home-kajoo-cashew-pudding-mix-60g
Happy Home Blueberry Jelly 80g,110,PKR,InStock,https://www.naheed.pk/happy-home-blueberry-jelly-80g
Rafhan Banana Jelly Powder 80g,160,PKR,InStock,https://www.naheed.pk/rafhan-banana-jelly-powder-80g
Rafhan Mango Custard 275g,190,PKR,InStock,https://www.naheed.pk/rafhan-mango-custard-275g
"Italiano Pudding Mix, French Vanilla, 90g",130,PKR,InStock,https://www.naheed.pk/italiano-pudding-mix-french-vanilla-90g
Happy Home Raspberry Jelly 80g,110,PKR,InStock,https://www.naheed.pk/happy-home-raspberry-jelly-80g
Happy Home Pineapple Jelly 80g,110,PKR,InStock,https://www.naheed.pk/happy-home-pineapple-jelly-80g
Rafhan Banana Custard 285g,190,PKR,InStock,https://www.naheed.pk/rafhan-banana-custard-285g
"Italiano Strawberry Pudding Mix, 85g",120,PKR,InStock,https://www.naheed.pk/italiano-strawberry-pudding-mix-85g
Happy Home Strawberry Jelly 80g,110,PKR,InStock,https://www.naheed.pk/happy-home-strawberry-jelly-80g
Happy Home Mango Pudding Mix 78g,110,PKR,InStock,https://www.naheed.pk/happy-home-mango-pudding-mix-78g
"Rafhan Strawberry Jelly Powder, 4 Portions Pack, 2 KG",3599,PKR,InStock,https://www.naheed.pk/rafhan-strawberry-jelly-powder-4-portions-pack-2-kg
